text,category
"Menteri Dalam Negeri (Mendagri) Tjahjo Kumolo, mengingatkan soal area rawan korupsi kepada Caleg Partai Hanura. Area rawan korupsi itu pun bisa menyeret korupsi berjamaah anggota legislatif.\n\""Per hari ini, lebih dari 100 kepala daerah kena kasus korupsi, kena OTT KPK. Belum anggota dewan, belum SKPD nya. Area rawan korupsi tolong cemari dalam perencanaan anggaran. Jangan sampai seperti Malamg. Semua anggota DPRD-nya, ketangkap semua,\"" ucap Tjahjo, dalam pembekalan Caleg DPR RI Partai Hanura, di Hotel Discovery, Ancol, Indonesia, Kamis (8/11/2018).\nTjahjo pun menyinggung beberapa daerah lain yang anggota DPRD sedang diselidiki soal korupsi. Perencanaan anggaran memang menjadi masalah yang banyak menjerat anggota legislatif menjadi tersangka korupsi. \n\""Akan muncul di Sumatera Utara. Akan muncul lagi di Jambi. Gara-gara perencanaan anggaran. Ini sumber utama korupsi,\"" ucap Tjahjo. \nSelain itu ada beberapa hal lain yang sering menjerat anggota legislatif dalam kasus korupsi, seperti pajak, dana hibah, dan perizinan. Untuk itu, korupsi harus dihindari demi otonomi daerah yang lebih baik. \n\""Melawan area rawan korupsi. Cermati area bencana ini di semua daerah yang ujungnya memperkuat sistem pemerintahan dan otonomi daerah,\"" kata Tjahjo. \nSelain itu, Tjahjo yang pernah menjadi Ketua Tim Sukses Joko Widodo - Jusuf Kala pada Pilpres 2014, memberi beberapa masukan dalam kampanye. Baginya, cara konvensional dengan spanduk sudah tidak efektif lagi. \n\""Minimal kan kita punya 10 relawan dengan tugas menjembatani. Sekarang nggak bisa cuma pakai spanduk. Partai kecil masuk rumah ke rumah, itu lebih efektif. Cantumkan nomor HP untuk bangun komunikasi masyarakat,\"" kata Tjahjo.",politik
"Foto: Dompet Amal Transmedia untuk Palu dan Donggala\nBantuan untuk korban gempa dan tsunami di Sulawesi Tengah (Sulteng) terus mengalir, termasuk lewat Dompet Amal Transmedia. Hingga kini, donasi yang masuk mencapai Rp 8,9 miliar. \nBadan Nasional Penanggulangan Bencana (BNPB) mencatat 2.081 orang meninggal dunia akibat gempa dan tsunami yang menerjang Kota Palu, Kabupaten Donggala, dan Kabupaten Sigi, Sulawesi Tengah pada 28 September 2018. Selain itu, BNPB juga mencatat 1.309 orang hilang.\nLebih dari 200 ribu orang mengungsi di berbagai titik. Status bencana Sulteng kini adalah transisi darurat ke pemulihan. \nKeluarga Besar Transmedia turut berduka atas bencana gempa bumi dan tsunami yang terjadi di Sulteng dan ikut membuka DOMPET AMAL TRANSMEDIA untuk meringankan beban saudara-saudara kita. Hingga Rabu (7/11/2018) pukul 17.00 WIB, donasi yang terkumpul sejumlah Rp 8.949.658.680.\nTransmedia masih membuka pintu donasi bagi pembaca yang ingin menyalurkan bantuan bagi saudara-saudara kita yang menjadi korban bencana ini. Salurkan bantuan Anda melalui rekening DOMPET AMAL TRANSMEDIA:\nBank Mega : 01.074.00.11.111.889\nMega syariah: 10.000.100.100.1004\nBNI : 70.123.70.321\nBCA: 375.0500.888\nMandiri : 127.0000.2.7777.0\nBRI 034 10 100 1617 301\nBantuan yang kita beri pastinya akan sangat berarti untuk saudara-saudara kita di Palu, Donggala, dan daerah lain di Sulawesi Tengah yang terdampak gempa bumi dan tsunami.",sosial
Menteri PUPR nampak asyik berbicang bersama Gubernur Jambi Zumi Zola di Taman Kampus PUPR. Disana keduanya membahas infrastruktur.,politik
"Ketua Umum Partai Bulan Bintang (PBB) Yusril Ihza Mahendra menyebut ada kendala bila hendak berkomunikasi dengan Prabowo Subianto, termasuk Habib Rizieq Syihab yang disebutnya tak bisa menelepon Ketum Partai Gerindra itu. GNPF Ulama membantah klaim Yusril.\n\""Nggak juga,\"" kata Ketua Umum GNPF Ulama, Slamet Maarif saat dikonfirmasi via WhatsApp, Rabu (7/11/2018).\nYusril sebelumnya menyebut Prabowo agak susah dihubungi. Slamet punya pendapat lain.\n\""Komunikasi baik,\"" tegas dia.\nSementara itu, Ketua GNPF-U Yusuf Martak mengatakan, pihaknya sama sekali tak punya masalah jika hendak berkomunikasi dengan Prabowo. Lagi pula, kata Yusuf, Habib Rizieq bukan tipikal orang yang sering menelepon meski yang dihubungi itu pejabat.\n\""Setahu saya kita tidak ada masalah komunikasi dengan Prabowo. GNPF-U bahkan berkali-kali jumpa dengan Prabowo, walau Prabowo memang tidak pernah pegang HP,\"" jelas Yusuf. \n\""HRS bukan tipe orang yang selalu menelepon setiap orang walau pejabat karena masalah aktivitas dan perjuangan telah menyerahkan pada kami di Indonesia. Apabila YIM (Yusril Ihza Mahendra) ada kesulitan, kita tidak tahu pasti,\"" tutur Yusuf Martak.",politik
"KPK memanggil Kasi Penataan Pertanahan Badan Pertanahan Nasional (BPN) Kabupaten Bekasi, Zumratul Aini, terkait dugaan suap Meikarta. Dia dipanggil sebagai saksi untuk tersangka Billy Sindoro.\n\""Dipanggil sebagai saksi BS (Billy Sindoro),\"" kata Kabiro Humas KPK Febri Diansyah kepada wartawan, Kamis (8/11/2018).\nSelain itu, KPK juga memanggil Kepala Land Aquisition dan Perizinan Edi Dwi Soesianto. Dia dijadwalkan diperiksa sebagai saksi tersangka Kepala Dinas Pemadam Kebakaran Pemkab Bekasi Sahat MBJ Nahor.\nDalam perkara dugaan suap Meikarta, KPK menetapkan sembilan tersangka termasuk Bupati Bekasi nonaktif Neneng Hassanah Yasin dan Direktur Operasional Lippo Group Billy Sindoro.\nPara tersangka dari jajaran Pemkab Bekasi itu diduga menerima Rp 7 miliar sebagai bagian dari fee fase pertama yang bernilai total Rp 13 miliar. Duit itu diduga terkait perizinan proyek Meikarta.",politik
"Presiden Joko Widodo untuk pertama kalinya menjajal motor listrik buatan anak bangsa Gesits di Istana Negara, Jakarta, Rabu (7/11/2018).",iptek
"Kendaraan listrik sedang menunggu payung hukum agar para produsen bisa lebih mudah menjualnya di Indonesia karena harga jualnya bisa lebih murah sehingga bisa bersaing dengan produk yang terlebih dahulu hadir. Namun berbeda dengan motor. \nPresiden Joko Widodo menyebut motor listrik tak butuh payung hukum agar dilirik oleh para konsumennya di Tanah Air. \n\""Nggak usahlah payung-payungan. Nambahin urusan aja senangnya payung-payunganan. Asal kompetitif barangnya bagus konsumen pasti serbu. Hukum bisnis ya gitu,\"" tutur Jokowi usai menguji motor listrik Gesits di Istana Negara, Jakarta, Rabu (7/11/2018). \nMotor listrik Gesits sendiri bakalan diproduksi dalam waktu dekat. Namun hingga saat ini belum ada bocoran kapan waktu tepat peluncuran Gesits. \nPeluncuran Gesits sendiri sudah beberapa kali mengalami penundaan. Sebelumnya dikabarkan Gesits meluncur pada hari kemerdekaan 17 Agustus, namun hingga November belum juga ada kejelasan.\nJokowi pun menyebut dirinya bakal menjadi orang pertama yang membeli motor Gesits ketika sudah diproduksi massal. \n\""Ini kalau sudah produksi saya pembeli pertama. Saya akan beli 100,\"" ungkapnya. \nSoal harga, pihak Gesits juga masih menutup rapat-rapat informasi tersebut. Namun orang nomor satu di Indonesia sudah mendapat bocoran terkait harga motor Gesits. Jokowi mengatakan harga jual Gesits kompetitif dan diharap bisa bersaing dengan motor konvensional. \n\""Kalau dari kita dari industrinya kurang lebih Rp 20 juta, harga pasar kurang lebih Rp 22-23 juta,\"" beber Direktur PT Gesit Technologies Indo Zaki Nahdi Saleh.",iptek
"Motor listrik buatan anak bangsa, Gesits, disebut siap diproduksi massal. Namun, sampai sekarang peluncuran Gesits belum juga dilakukan.\nGesits pada awalnya direncanakan meluncur pada 17 Agustus 2018. Namun, peluncuran motor listrik yang dikembangkan Garansindo bersama Institut Teknologi Sepuluh Nopember (ITS) dan beberapa pihak lainnya itu diundur September 2018. Pada September 2018, motor listrik yang punya kepanjangan nama Garansindo Electric Scooter ITS tersebut belum juga diluncurkan. Hingga kini peluncuran Gesits belum dilakukan.\nPagi tadi, pihak Gesits menemui Presiden Joko Widodo (Jokowi) di Istana Presiden, Jakarta Pusat. Pertemuan berlangsung pada pukul 09.30 WIB di Istana Merdeka, Jakarta Pusat. Audiensi itu membahas mengenai persiapan produksi massal sepeda motor listrik Gesits.\nUsai bertemu Presiden, Rektor ITS Joni Hermana, mengatakan Gesits akan diluncurkan mulai Januari 2019.\n\""Januari ya. Tadi Presiden rencananya peluncuran akan Januari,\"" kata Joni di Istana Merdeka, Jalan Medan Merdeka Utara, Jakarta Pusat, Rabu (7/11/2018).\nMenurutnya, di dalam istana ketika bertemu Jokowi pihak Gesits mendapat dukungan dari orang nomor satu di Indonesia itu.\n\""Intinya Presiden sangat mendukung, menginginkan bulan Januari itu akan me-launching ini sebagai produk yang siap dijual,\"" katanya.\nDi kesempatan yang sama, Direktur PT Gesits Technologies Indo Zaki Nahdi Saleh mengatakan pihaknya sudah menerima pemesanan dari motor listrik Gesits. Padahal, motor ini belum diluncurkan.\n\""Kalau dari sisi pasar kita sudah ada pre-order. Sampai 30 ribu. Ini belum publish harga kan,\"" kata Zaki.\nMotor listrik Gesits juga dibawa ke Istana Presiden. Presiden Joko Widodo (Jokowi) sempat menjajal motor listrik Gesits di halaman Istana. Setelah menjajal, Jokowi mengatakan motor listrik karya anak bangsa ini bisa bersaing dengan sepeda motor konvensional lainnya.\n\""Ini kalau sudah diproduksi saya beli pertama, saya akan beli 100, serius!\"" kata Jokowi.",iptek
"Salah satu hal yang menjadi kendala dalam pengembangan kendaraan listrik adalah waktu pengecasannya. Terutama di Indonesia. Meskipun sudah tersedia beberapa titik tempat pengecasan, namun soal waktu pengisian baterai masih terbilang lama. \nBiasanya mereka yang berminat meminang kendaraan listrik, disarankan untuk mengecas kendaraannya semalaman di rumah. \nTetapi tidak dengan motor listrik Gesits. Motor bisa dicharge dalam waktu 3 jam saja. Waktu pengecasan lebih singkat dari kendaraan listrik lain di Indonesia pun membuat presiden Joko Widodo terkejut. \n\""Ini chargingnya 3 jam. Saya kemarin lihat di pameran 8 jam ini bisa 3 jam saya kaget. Ini bisa buat 70 km,\"" ungkap Jokowi di Istana Negara, Jakarta, Rabu (7/11/2018). \nTidak hanya dicas. Baterai motor listrik Gesits juga bisa diganti agar pengendara tak membutuhkan waktu berjam-jam menunggu baterai penuh terisi. \n\""Jadi ini swap, jadi (baterai) mau habis, pergi ke SPBU langsung ada swap station, ada bayar pakai HP yang di dalam itu, di situ ada bayarannya. Nanti ada aplikasinya. Bayar pakai ini, nggak pakai cash. Masuk (ke SPBU), bayar, kasih (baterai) yang lama (yang sudah kosong), ambil yang baru (yang sudah terisi penuh), jalan. Jadi nggak ada cerita nunggu tiga jam, lima jam, udah nggak ada lagi. Langsung diganti saja,\"" kata Direktur PT Gesits Technologies Indo Zaki Nahdi Saleh.\nJokowi sendiri cukup tertarik dengan motor listrik Gesits. Ia menyebut bakal membeli 100 unit motor listrik garapan anak-anak ITS dan Garansindo itu. \n\""Ini kalau sudah diproduksi saya pembeli pertama. Saya akan beli 100,\"" ucap Jokowi.",iptek
"Pekan ini, Kebun Binatang Monarto di Australia menyambut koleksi baru yang menggemaskan setelah kelahiran bayi badak putih, yang digambarkan sebagai kabar gembira di tengah upaya untuk menyelamatkan spesies yang terancam punah ini.Poin kunci:Badak putih yang baru lahir telah menarik perhatian para penjaga hewan di hari pertama kemunculannya di Kebun Binatang MonartoImani adalah bayi keenam yang lahir di Kebun Binatang Monarto dan beratnya sekitar 50 kgKelahiran itu telah digambarkan sebagai kabar gembira di tengah upaya untuk menyelamatkan spesies yang terancam punah iniPetugas kebun binatang di kebun binatang Australia Selatan bertemu bayi badak putih itu pada Senin (5/11/2018) pagi, dan bayi betina itu dinamai Imani - yang dilahirkan dari induk bernama Umqali pada hari Minggu (4/11/2018) malam.Petugas penjaga kebun binatang, Haidee Kinter, mengatakan walau timnya telah mempersiapkan kedatangan itu tetapi kelahirannya adalah kejutan Senin (5/11/2018) pagi yang menyenangkan.Ia mengatakan, bayi yang baru lahir itu telah menunjukkan kepribadiannya kepada para penjaga di kebun binatang dan sang ibu serta bayi dalam kondisi baik-baik saja.\""Mereka cukup menggemaskan, setiap bayi kecil kami yang dilahirkan di sini ... mereka membuat Anda tertawa hanya karena kelucuan mereka,\"" kata Kinter.\""Mereka sangat ingin tahu, mereka menggigit segalanya, ia sudah menjulurkan lidahnya ketika ia merasakan semua hal yang ada di sekelilingnya.\""\""Sekarang ketika bayi itu sudah lahir kami sangat senang bahwa Umqali menjadi ibu yang luar biasa dan pasangan itu baik-baik saja dan tampak sangat santai.\""Kinter mengatakan Umqali hamil Imani selama 17 bulan, dan bayi yang baru lahir ini telah menampilkan karakter unik di hadapan penjaga kebun binatang sejak hari pertama.\""Mereka punya empat ini - kami selalu menggambarkannya sebagai piring makan malam -semacam kaki besar benar-benar terlihat benar-benar proporsional,\"" katanya.\""[Dan] telinga besar yang bergerak seperti piring satelit.\""\nImani, si bayi badak putih, menghabiskan sebagian besar waktunya untuk berjemur di Kebun Binatang Monarto. (Zoos SA: Geoff Brooks)\nMeski Imani mungkin sedang dalam fase yang menggemaskan untuk saat ini, Kinter mengatakan hal itu tidak akan berlangsung lama. Badak yang baru lahir umumnya menggandakan ukuran tubuhnya dalam waktu dua minggu.\""Mereka kira-kira memiliki berat antara 40 kg dan 55 kg ketika mereka lahir dan ia tentunya gadis kecil yang kuat jadi saya akan katakan ia sekitar 50 kg,\"" tutur Kinter.\""Sejarah mencatat bahwa mereka mungkin akan bertambah dua kali lipat dalam dua minggu pertama sehingga ia akan mendekati 80 kg pada saat ia berusia dua minggu.\""\""Mereka minum 16 liter asi setiap hari dan naik dua sampai tiga kilo sehari kira-kira ... mereka menjadi sangat besar dengan sangat cepat.\""Kinter mengatakan Imani diperkirakan tumbuh hingga sekitar 1.000 kg dalam dua tahun pertama dan akan tumbuh sekitar 1.500 kg-2.000 kg ketika sudah dewasa.Imani menghabiskan hari pertamanya memenangi hati para penjaga kebun binatang. (Zoos SA: Geoff Brooks)\nSelamatkan spesies terancam punahImani adalah bayi keenam yang lahir di Kebun Binatang Monarto. Pasangan ibu dan anak itu saat ini dipamerkan bersama dengan dua badak lainnya, bernama Uhura dan Savannah.Direktur Kebun Binatang Monarto, Peter Clark, mengatakan bayi badak yang lahir dengan selamat adalah prestasi yang sangat baik dan menunjukkan program pembiakan internasional berhasil untuk menyelamatkan spesies yang terancam punah.\""Kami sangat senang menyambut bayi yang cantik ini ke Kebun Binatang Monarto dan senang bahwa kelahirannya berkontribusi pada kepastian populasi spesies yang luar biasa seperti itu,\"" kata Clark.\""Sayangnya, dengan tingkat perburuan sekarang yang melebihi tingkat kelahiran badak di Afrika, sungguh menyedihkan bahwa badak menghadapi masalah serius di alam liar, para ahli memperkirakan bahwa jika kita tidak bertindak sekarang, mereka mungkin punah dalam waktu kurang dari 10 tahun.\""Kebun Binatang Australia Selatan telah bergabung dengan Proyek Badak Australia yang berencana membawa sejumlah besar badak ke Australia dalam beberapa tahun mendatang, dengan harapan mewujudkan tempat perlindungan badak di Kebun Binatang Monarto.Imani berada di dekat ibunya. (ZOOS SA: Geoff Brooks)Simak berita ini dalam bahasa Inggris di sini.",hiburan
"Kabar gembira buat seluruh masyarakat Indonesia karena dalam waktu dekat akan diluncurkan sepeda motor listrik nasional untuk pertama kalinya di tanah air.\nMotor listrik hasil riset ITS dan dikembangkan bersama dengan PT Wijaya Karya Industri dan Konstruksi (Wikon), serta PT Garasindo Teknologi I do (GTI).\nSaat ini prototipe motor listrik yang diberi nama Garansindo Electric Scooter ITS atau Gesits sudah di pamerkan di Istana Presiden, Jakarta Pusat.\nPresiden Joko Widodo (Jokowi) pun tidak menutupi wajah gembiranya karena motor listrik nasional tersebut sudah siang diproduksi massal. Bahkan, dirinya terang-terangan bakal memborongnya.\nBerikut cerita selengkapnya: \nmotor listrik\nmotor listrik gesits\njokowi\nSebelumnya\nJajal MRT Pertama Kali, Jokowi Bocorkan Harga Tiket\n1 / 5\nSelanjutnya\nKepincut Motor Listrik Gesits",iptek
"Pemerintah menargetkan pembangunan kembali daerah terdampak gempa, tsunami, dan likuifaksi di Sulawesi Tengah selesai dalam waktu 2 tahun. Sementara itu, di Lombok, pemerintah mengejar waktu 6 bulan untuk pembangunan kembali rumah warga.\n\""Rekonstruksi dan rehabilitasi (pascagempa) Sulteng lebih lama dibanding Lombok. Ini (Sulteng) kira-kira butuh 2 tahun,\"" kata Wakil Presiden Jusuf Kalla (JK) di kantornya, Jalan Medan Merdeka Utara, Jakarta Pusat, Selasa (6/11/2018).\nUntuk rekonstruksi Sulteng, pemerintah pusat menunggu Pemprov Sulteng menetapkan zona merah yang tidak boleh dihuni. Pemprov Sulteng juga harus menentukan zona aman yang akan menjadi tempat relokasi warga dari zona merah.\n\""Bagaimana mau dibikin jalan kalau tidak ditentukan oleh pemda bahwa (zona aman) 'di sini mau dibangun'. Itu urusan pemda semua, bukan urusan pusat,\"" ujar JK.\nKarena itu, dalam waktu 1 bulan Pemprov Sulteng sudah harus menetapkan zona merah dan wilayah tempat relokasi. Penetapan dilakukan melalui peraturan daerah (perda).\n\""Perda-perda itu (selesai), baru bisa dibangun infrastrukturnya, jalannya, rumah-rumahnya,\"" tuturnya.\nJK mengatakan pemerintah juga sudah mulai membangun kembali daerah terdampak gempa di Lombok, NTB. Pemerintah sudah mengucurkan anggaran Rp 1 triliun untuk rekonstruksi kembali daerah terdampak gempa di Lombok.\n\""Dana yang disalurkan sudah Rp 1 triliun, masih butuh lagi, tapi sudah mulai pembangunan,\"" ujar dia.\nJK mengungkapkan dibutuhkan percepatan untuk rekonstruksi Lombok. \""(Kalau) tiap hari hanya bisa produksi 40 komponen rumah, saya minta naikkan menjadi 300 (dalam) satu hari. Swasta (juga) begitu. Baru bisa mengejar waktu selesai dalam waktu 6 bulan,\"" papar JK.",sosial
"Wapres Jusuf Kalla (JK) mengatakan dana rekonstruksi tiga daerah di Sulawesi Tengah yakni Palu, Sigi, dan Donggala, diberikan setelah pemerintah setempat menetapkan kawasan zona merah hunian. Pemerintah pusat memberi tenggang waktu satu bulan agar Pemprov Sulteng bisa menetapkan zona tersebut.\n\""(Dana rekonstruksi) belum diberikan karena belum ada lahan yang tersedia. Baru terjadi relokasi setelah pemda (Pemprov Sulteng) memutuskan di mana (zona merah),\"" kata JK di kantor Wapres, Jalan Medan Merdeka Utara, Jakarta Pusat, Selasa (6/11/2018).\n\""Karena itu saya kasih waktu sebulan untuk membuat daerah merah, mana terlarang. Kemudian memutuskan di mana relokasinya. Kalau sudah selesai itu, maka baru bisa kita berikan dana rekonstruksi, rehabilitasi,\"" sambung JK.\nJK memastikan pemerintah tidak kekurangan dana untuk membangun kembali tiga daerah di Sulteng yang terdampak gempa, tsunami, dan likuifaksi. Namun, menurut JK, pemerintah perlu menghitung ulang jumlah warga dan rumah yang akan dibangun.\n\""Belum ada tempatnya, bagaimana (dana diberikan)? Nanti kedua, selesai semua, mesti ada Perda baru, Perda tentang RTRW (rencana tata ruang), di mana daerah-daerah baru itu. Karena saya yakin bahwa angka-angka itu masih perlu divalidasi yang betul,\"" ucapnya.\nJK menegaskan, pemerintah pusat tidak akan melakukan pembangunan sebelum Pemprov Sulteng menentukan zona merah hunian. Zona merah hunian itu dilegalkan oleh Pemprov Sulteng melalui peraturan daerah (perda).\n\""Oleh karena itu dia berjanji, mereka, gubernur dan wali kota, satu bulan (selesai). Saya kasih waktu satu bulan harus selesai semuanya itu, perda-perda. Itu (perda selesai) baru bisa dibangun infrastrukturnya, jalannya, rumah-rumahnya,\"" tegas JK.\nSebelumnya, Gubernur Sulteng Longki Djanggola mengatakan, dana untuk pembangunan kembali daerah terdampak gempa dan tsunami di Sulteng berasal dari Pemerintah Pusat dan Pemprov Sulteng. Bahkan, ada juga pihak swasta yang bersedia menyumbang.\n\""Ada dana pusat, pinjaman, ada pihak ketiga (berupa) sumbangan. Sudah banyak sumbangannya, (ada) yang sudah mendaftarkan diri 'saya siap (bangun) 1.000 unit, 2000 unit (rumah),' sudah banyak sekali,\"" ungkap Longki usai rapat di Kantor Wapres, Senin (6/11).",sosial
"Presiden Joko Widodo (Jokowi) kehadiran tamu pagi tadi dari kalangan industri otomotif. Tadi pagi, Jokowi menjamu pihak motor listrik Gesits. Dalam kesempatan itu, orang nomor satu di Indonesia tersebut juga berkesempatan menjajal motor listrik Gesits.\nGesits merupakan motor listrik asli buatan anak bangsa. Motor itu dikembangkan oleh Garansindo bersama Institut Teknologi Sepuluh Nopember (ITS) Surabaya. Motor itu menurut Jokowi yang mendapat informasi dari tim Gesits, segera memasuki tahap produksi.\nSetelah mencobanya, Jokowi berkomentar bahwa Gesits cukup baik untuk sebuah sepeda motor. Bahkan, Jokowi menilai dirinya cukup gesit menjajal motor listrik ini.\n\""Seperti namanya, saya cukup gesit menjajal sepeda motor ini di halaman istana, pagi tadi. Memang perlu penyesuaian karena tak ada suara knalpotnya, sementara saya terbiasa yang greng, greng, greng \ud83c\udfcd Tapi namanya sepeda motor listrik, suaranya haluuus sekali,\"" tulis Jokowi dalam media sosialnya.\nGesits telah melalui serangkaian uji coba. Bahkan, motor listrik yang rencananya diproduksi massal Januari 2019 mendatang itu sudah diuji jalan jarak jauh dari Jakarta sampai Bali. Selama pengujian jarak jauh itu tidak ada kendala sama sekali.\n\""Yang menggembirakan, Gesits adalah brand dan prinsipal 100 persen Indonesia untuk sepeda motor listrik. Gesits digerakkan oleh baterai lithium ion dan dapat menempuh jarak sekitar 70 kilometer untuk satu kali pengisian baterai selama kurang lebih tiga jam. Baterai itulah satu-satunya komponen motor yang masih diimpor oleh Gesits. Saya berharap, ke depannya, komponen itu juga diproduksi di dalam negeri,\"" tulis Jokowi.\nJokowi bahkan tertarik dengan motor listrik buatan anak bangsa ini. Serius, dirinya ingin meminang 100 motor listrik Gesits.\n\""Ini kalau sudah diproduksi saya beli pertama, saya akan beli 100, serius!\"" kata Jokowi pagi tadi.\nDirektur PT Gesits Technologies Indo Zaki Nahdi Saleh mengatakan pihaknya sudah menerima pemesanan dari motor listrik Gesits. Padahal, motor ini belum diluncurkan.\n\""Kalau dari sisi pasar kita sudah ada pre-order. Sampai 30 ribu. Ini belum publish harga kan,\"" kata Zaki di Komplek Istana, Jakarta, Rabu (7/11/2018).\nHarga resmi Gesits juga belum diumumkan. Diharapkan, motor listrik murni karya anak bangsa itu bisa lebih kompetitif dari segi harga.\n\""Kita mengharap bahwa harga pasar bisa di bawah kompetitor yang sekelas motor konvensional,\"" sebut Zaki.\nZaki pun membocorkan kisaran harga Gesits. Menurutnya, motor listrik Gesits bisa dijual dengan harga Rp 20 jutaan.\n\""Kalau dari kita, dari industrinya kurang lebih di Rp 20 juta, kalau nanti kita jual ke pasar kurang lebih Rp 22-23 juta,\"" ungkapnya.",iptek
"Kabupaten Boyolali belakangan ini ramai disorot karena disinggung oleh calon presiden nomor urut 02 Prabowo Subianto. Ketua Umum Partai Gerindra ini dianggap telah menyinggung dengan berucap 'tampang Boyolali'.\nMeski jadi bahan guyonan, Boyolali menjadi salah satu tujuan investasi di Pulau Jawa. Badan Koordinasi Penanam Modal (BKPM) mencatat daerah yang berlokasi di kaki Gunung Merapi dan Merbabu ini terdapat investasi dengan nilai yang tinggi.\nDirektur Wilayah III BKPM Aries Indanarto menyampaikan bahwa sektor maupun asal investasi yang masuk ke Kabupaten Boyolali cukup beragam. Untuk tahun ini nilainya mencapai Rp 459 miliar.\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\n\""Mayoritas investasi asing yang masuk ke Kabupaten Boyolali dari sektor tekstil dan peternakan seperti budidaya ayam pedaging,\"" kata Aries kepada detikFinance, Jakarta, Rabu (7/11/2018).\n\""Untuk sektor tekstil antara lain dari Korea Selatan, sedangkan sektor peternakan dari Hongkong RRT,\"" tambah dia.\nInvestasi yang masuk, kata Aries berasal dari investasi asing (PMA) dan domestik (PMDN). Nilai sebesar Rp 459 miliar terhitung selama Januari-September 2018.\n\""Angka ini diperoleh dari kontribusi PMA sebesar Rp 204,5 miliar dan PMDN sebesar Rp 254 miliar,\"" jelas Aries.",politik
"Sulawesi Tengah masih berjuang untuk pulih dari bencana gempa dan tsunami yang melanda Palu, Donggala dan Sigi. Banyak masyarakat yang menjadi korban saat ini membutuhkan tempat tinggal.\nUntuk meringankan kesulitan para korban, Yamaha mendonasikan uang senilai Rp 2 miliar dan 40 generator Yamaha. Donasi diberikan untuk membangun tempat tinggal para korban gempa dan tsunami.\n\""Ini merupakan bentuk komitmen Yamaha dan juga perwakilan Gubernur Sulawesi Tengah untuk menyalurkan secara tepat untuk rakyat Sulawesi Tengah. Dan besar harapan kami bahwa dana bantuan ini akan digunakan untuk membangun tempat tinggal untuk sebagian rakyat Sulawesi Tengah,\"" ungkap COO Executive Vice President PT YIMM Dyonisius Beti dalam keterangan tertulis, Kamis (1/11/2018).\nBantuan disalurkan melalui Pemerintah Daerah (Gubernur Sulawesi Tengah) dan Palang Merah Indonesia (PMI), secara simbolik dilakukan di hadapan Menteri Perindustrian Airlangga Hartarto saat momen Indonesia Motorcycle Show (IMOS) di booth Yamaha, Rabu (31/10/2018).\nBantuan tersebut berasal dari keluarga besar Yamaha yang terdiri dari para karyawan, Yamaha Motor Corporation (Japan), PT Yamaha Indonesia Motor Manuf acturing (YIMM), para Main dealer Yamaha, Super Dealer dan jajaran group dealer Yamaha.\nAcara penyerahan bantuan dihadiri oleh President Director PT. Yamaha Indonesia Motor Manufacturing (YIMM) Minoru Morimoto dan COO Executive Vice President PT YIMM Dyonisius Beti. Serta Menteri Perindustrian Airlangga Hartarto dan perwakilan Pemda Sulawesi Tengah yaitu SSTP Kepala Badan Penghubung Pemda Sulawesi Tengah Jemmy Fischer.",sosial
Selama 25 hari petugas PLN memperbaiki jaringan listrik di Palu dan sekitarnya pasca gempa dan tsunami akhir September lalu. Yuk lihat perjuangan mereka.,sosial
"Rekrutmen calon pegawai negeri sipil (CPNS) di 5 pemerintah daerah (pemda) terdampak gempa bumi Palu, Sulawesi Tengah (Sulteng) masih ditunda, sementara di instansi lainnya sudah mulai menggelar ujian seleksi kompetensi dasar (SKD).\nKepala Biro Hubungan Masyarakat Badan Kepegawaian Negara (BKN) Mohammad Ridwan mengatakan, saat ini status rekrutmen CPNS di lima instansi terdampak gempa Palu masih ditunda.\nRidwan mengatakan masih mencari lokasi ujian yang layak, mengingat banyak gedung yang rusak karena gempa bumi ditambah tsunami Palu.\ngoogletag.pubads().definePassback('/4905536/detik_desktop/finance/parallax_detail', [1, 1]).setTargeting('pos', ['parallax_detail']).display();\n\""Jadi kan memang untuk yang di Sulawesi Tengah masih ada kemungkinan perubahan lokasi ya, masih dicari gedung yang bagus,\"" katanya di Kantor BKN Pusat, Jakarta Timur, Jumat (26/10/2018).\nDia mengatakan, berdasarkan informasi yang diterima sejauh ini, ada Universitas Tadulako, Kota Palu yang menawarkan diri. Pihak kampus mempersilahkan pelaksanaan ujian di tempatnya.\n\""Yang jelas kemarin Universitas Tadulako yang di Palu sudah menawarkan diri. Saya belum dapat update-nya,\"" sebutnya.\nNamun, Ridwan belum bisa memastikan kapan pelaksanaan CPNS di 5 wilayah terdampak gempa Palu bisa mulai melaksanakan ujian, yaitu Provinsi Sulteng, Kota Palu, Kabupaten Donggala, Kabupaten Sigi, dan Kabupaten Parigi Moutong.\n\""Kalau Parigi Moutong, Sigi, Donggala, Palu kan memang sudah dinyatakan untuk ditunda sampai batas yang belum ditentukan,\"" tambahnya.",ekonomi
